public_URL,talk_id,description,views,event
"<link href=""https://www.ted.com/talks/andreas_ekstrom_the_moral_bias_behind_your_search_results"" rel=""canonical""/>",2369,"Search engines have become our most trusted sources of information and arbiters of truth. But can we ever get an unbiased search result? Swedish author and journalist Andreas Ekström argues that such a thing is a philosophical impossibility. In this thoughtful talk, he calls on us to strengthen the bonds between technology and the humanities, and he reminds us that behind every algorithm is a set of personal beliefs that no code can ever completely eradicate.",1461126,TEDxOslo
"<link href=""https://www.ted.com/talks/george_ayittey_on_cheetahs_vs_hippos"" rel=""canonical""/>",151,"Ghanaian economist George Ayittey unleashes a torrent of controlled anger toward corrupt leaders in Africa -- and calls on the ""Cheetah generation"" to take back the continent.",682961,TEDGlobal 2007
"<link href=""https://www.ted.com/talks/stefan_sagmeister_7_rules_for_making_more_happiness"" rel=""canonical""/>",1159,"Using simple, delightful illustrations, designer Stefan Sagmeister shares his latest thinking on happiness -- both the conscious and unconscious kind. His seven rules for life and design happiness can (with some customizations) apply to everyone seeking more joy.",1739413,TED@Cannes
"<link href=""https://www.ted.com/talks/philippa_neave_the_unexpected_challenges_of_a_country_s_first_election"" rel=""canonical""/>",2608,"How do you teach an entire country how to vote when no one has done it before? It's a huge challenge facing fledgling democracies around the world -- and one of the biggest problems turns out to be a lack of shared language. After all, if you can't describe something, you probably can't understand it. In this eye-opening talk, election expert Philippa Neave shares her experiences from the front lines of democracy -- and her solution to this unique language gap.",881980,TEDNYC
"<link href=""https://www.ted.com/talks/jaime_lerner_sings_of_the_city"" rel=""canonical""/>",213,"Jaime Lerner reinvented urban space in his native Curitiba, Brazil. Along the way, he changed the way city planners worldwide see what's possible in the metropolitan landscape.",627861,TED2007
"<link href=""https://www.ted.com/talks/johnny_lee_demos_wii_remote_hacks"" rel=""canonical""/>",245,"Building sophisticated educational tools out of cheap parts, Johnny Lee demos his cool Wii Remote hacks, which turn the $40 video game controller into a digital whiteboard, a touchscreen and a head-mounted 3-D viewer.",5572892,TED2008
"<link href=""https://www.ted.com/talks/derek_sivers_how_to_start_a_movement"" rel=""canonical""/>",814,"With help from some surprising footage, Derek Sivers explains how movements really get started. (Hint: it takes two.)",7191150,TED2010
"<link href=""https://www.ted.com/talks/esther_perel_rethinking_infidelity_a_talk_for_anyone_who_has_ever_loved"" rel=""canonical""/>",2252,"Infidelity is the ultimate betrayal. But does it have to be? Relationship therapist Esther Perel examines why people cheat, and unpacks why affairs are so traumatic: because they threaten our emotional security. In infidelity, she sees something unexpected — an expression of longing and loss. A must-watch for anyone who has ever cheated or been cheated on, or who simply wants a new framework for understanding relationships.",9849864,TED2015
"<link href=""https://www.ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets"" rel=""canonical""/>",920,"Astronomer Dimitar Sasselov and his colleagues search for Earth-like planets that may, someday, help us answer centuries-old questions about the origin and existence of biological life elsewhere (and on Earth). Preliminary results show that they have found 706 ""candidates"" -- some of which further research may prove to be planets with Earth-like geochemical characteristics. NOTE: This talk was given in 2010, and this field of science has developed quickly since then. Read ""Criticisms & updates"" below for more details.",1142080,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/laurie_santos"" rel=""canonical""/>",927,"Laurie Santos looks for the roots of human irrationality by watching the way our primate relatives make decisions. A clever series of experiments in ""monkeynomics"" shows that some of the silly choices we make, monkeys make too.",1320087,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/richard_dawkins_on_our_queer_universe"" rel=""canonical""/>",98,"Biologist Richard Dawkins makes a case for ""thinking the improbable"" by looking at how the human frame of reference limits our understanding of the universe.",3036199,TEDGlobal 2005
"<link href=""https://www.ted.com/talks/stacey_kramer_the_best_gift_i_ever_survived"" rel=""canonical""/>",975,"Stacey Kramer offers a moving, personal, 3-minute parable that shows how an unwanted experience -- frightening, traumatic, costly -- can turn out to be a priceless gift.",3699789,TED2010
"<link href=""https://www.ted.com/talks/abha_dawesar_life_in_the_digital_now"" rel=""canonical""/>",1856,"One year ago, Abha Dawesar was living in blacked-out Manhattan post-Sandy, scrounging for power to connect. As a novelist, she was struck by this metaphor: Have our lives now become fixated on the drive to digitally connect, while we miss out on what's real?",1279826,TEDGlobal 2013
"<link href=""https://www.ted.com/talks/cynthia_schneider_the_surprising_spread_of_idol_tv"" rel=""canonical""/>",684,"Cynthia Schneider looks at two international ""American Idol""-style shows -- one in Afghanistan, and one in the United Arab Emirates -- and shows the surprising effect that these reality-TV competitions are creating in their societies.",473201,TEDGlobal 2009
"<link href=""https://www.ted.com/talks/steven_pinker_on_the_myth_of_violence"" rel=""canonical""/>",163,"Steven Pinker charts the decline of violence from Biblical times to the present, and argues that, though it may seem illogical and even obscene, given Iraq and Darfur, we are living in the most peaceful time in our species' existence.",2363800,TED2007
"<link href=""https://www.ted.com/talks/mark_pagel_how_language_transformed_humanity"" rel=""canonical""/>",1203,"Biologist Mark Pagel shares an intriguing theory about why humans evolved our complex system of language. He suggests that language is a piece of ""social technology"" that allowed early human tribes to access a powerful new tool: cooperation.",1503643,TEDGlobal 2011
"<link href=""https://www.ted.com/talks/michelle_borkin_can_astronomers_help_doctors"" rel=""canonical""/>",1317,"How do you measure a nebula? With a brain scan. In this talk, TED Fellow Michelle Borkin shows why collaboration between doctors and astronomers can lead to surprising discoveries.",178848,TEDxBoston 2011
"<link href=""https://www.ted.com/talks/pierre_thiam_a_forgotten_ancient_grain_that_could_help_africa_prosper"" rel=""canonical""/>",2875,"Forget quinoa. Meet fonio, an ancient ""miracle grain"" native to Senegal that's versatile, nutritious and gluten-free. In this passionate talk, chef Pierre Thiam shares his obsession with the hardy crop and explains why he believes that its industrial-scale cultivation could transform societies in Africa.",1065204,TED2017
"<link href=""https://www.ted.com/talks/al_seckel_says_our_brains_are_mis_wired"" rel=""canonical""/>",78,"Al Seckel, a cognitive neuroscientist, explores the perceptual illusions that fool our brains. Loads of eye tricks help him prove that not only are we easily fooled, we kind of like it.",2223335,TED2004
"<link href=""https://www.ted.com/talks/nadine_burke_harris_how_childhood_trauma_affects_health_across_a_lifetime"" rel=""canonical""/>",2194,"Childhood trauma isn’t something you just get over as you grow up. Pediatrician Nadine Burke Harris explains that the repeated stress of abuse, neglect and parents struggling with mental health or substance abuse issues has real, tangible effects on the development of the brain. This unfolds across a lifetime, to the point where those who’ve experienced high levels of trauma are at triple the risk for heart disease and lung cancer. An impassioned plea for pediatric medicine to confront the prevention and treatment of trauma, head-on.",3992634,TEDMED 2014
"<link href=""https://www.ted.com/talks/mehdi_ordikhani_seyedlar_what_happens_in_your_brain_when_you_pay_attention"" rel=""canonical""/>",2798,"Attention isn't just about what we focus on -- it's also about what our brains filter out. By investigating patterns in the brain as people try to focus, computational neuroscientist Mehdi Ordikhani-Seyedlar hopes to build computer models that can be used to treat ADHD and help those who have lost the ability to communicate. Hear more about this exciting science in this brief, fascinating talk.",2440405,TED2017
"<link href=""https://www.ted.com/talks/gero_miesenboeck"" rel=""canonical""/>",1000,"In the quest to map the brain, many scientists have attempted the incredibly daunting task of recording the activity of each neuron. Gero Miesenboeck works backward -- manipulating specific neurons to figure out exactly what they do, through a series of stunning experiments that reengineer the way fruit flies percieve light.",633131,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/jeanne_gang_buildings_that_blend_nature_and_city"" rel=""canonical""/>",2670,"A skyscraper that channels the breeze ... a building that creates community around a hearth ... Jeanne Gang uses architecture to build relationships. In this engaging tour of her work, Gang invites us into buildings large and small, from a surprising local community center to a landmark Chicago skyscraper. ""Through architecture, we can do much more than create buildings,"" she says. ""We can help steady this planet we all share.""",1173368,TEDWomen 2016
"<link href=""https://www.ted.com/talks/lorrie_faith_cranor_what_s_wrong_with_your_pa_w0rd"" rel=""canonical""/>",2030,"Lorrie Faith Cranor studied thousands of real passwords to figure out the surprising, very common mistakes that users -- and secured sites -- make to compromise security. And how, you may ask, did she study thousands of real passwords without compromising the security of any users? That's a story in itself. It's secret data worth knowing, especially if your password is 123456 ...",1506047,TEDxCMU
"<link href=""https://www.ted.com/talks/victor_rios_help_for_kids_the_education_system_ignores"" rel=""canonical""/>",2615,"Define students by what they contribute, not what they lack -- especially those with difficult upbringings, says educator Victor Rios. Interweaved with his personal tale of perseverance as an inner-city youth, Rios identifies three straightforward strategies to shift attitudes in education and calls for fellow educators to see ""at-risk"" students as ""at-promise"" individuals brimming with resilience, character and grit.",1269041,TED Talks Live
"<link href=""https://www.ted.com/talks/john_green_the_nerd_s_guide_to_learning_everything_online"" rel=""canonical""/>",2305,"Some of us learn best in the classroom, and some of us ... well, we don't. But we still love to learn -- we just need to find the way that works for us. In this charming, personal talk, author John Green shares the community of learning that he found in online video.",3630010,TEDxIndianapolis
"<link href=""https://www.ted.com/talks/ash_beckham_when_to_take_a_stand_and_when_to_let_it_go"" rel=""canonical""/>",2282,"Ash Beckham recently found herself in a situation that made her ask: who am I? She felt pulled between two roles — as an aunt and as an advocate. Each of us feels this struggle sometimes, she says -- and offers bold suggestions for how to stand up for your moral integrity when it isn’t convenient.",1514419,TEDxBoulder
"<link href=""https://www.ted.com/talks/hannah_fry_the_mathematics_of_love"" rel=""canonical""/>",2153,"Finding the right mate is no cakewalk -- but is it even mathematically likely? In a charming talk, mathematician Hannah Fry shows patterns in how we look for love, and gives her top three tips (verified by math!) for finding that special someone.",4589833,TEDxBinghamtonUniversity
"<link href=""https://www.ted.com/talks/ivan_krastev_can_democracy_exist_without_trust"" rel=""canonical""/>",1547,"It seems the more we know about how democracy works -- through government transparency, better media coverage, even new insights about our brains -- the less we trust democracy itself. Yet it's still, arguably, the best system of government available. As Ivan Krastev says, ""What went right is also what went wrong."" Can democracy survive?",667969,TEDGlobal 2012
"<link href=""https://www.ted.com/talks/beau_lotto_optical_illusions_show_how_we_see"" rel=""canonical""/>",653,"Beau Lotto's color games puzzle your vision, but they also spotlight what you can't normally see: how your brain works. This fun, first-hand look at your own versatile sense of sight reveals how evolution tints your perception of what's really out there.",5184570,TEDGlobal 2009
"<link href=""https://www.ted.com/talks/eric_berlow_and_sean_gourley_mapping_ideas_worth_spreading"" rel=""canonical""/>",1823,"What do 24,000 ideas look like? Ecologist Eric Berlow and physicist Sean Gourley apply algorithms to the entire archive of TEDx Talks, taking us on a stimulating visual tour to show how ideas connect globally.",1101846,TED2013
"<link href=""https://www.ted.com/talks/jessica_jackley_poverty_money_and_love"" rel=""canonical""/>",983,"What do you think of people in poverty? Maybe what Jessica Jackley once did: ""they"" need ""our"" help, in the form of a few coins in a jar. The co-founder of Kiva.org talks about how her attitude changed -- and how her work with microloans has brought new power to people who live on a few dollars a day.",1402424,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/tim_brown_on_creativity_and_play"" rel=""canonical""/>",392,"At the 2008 Serious Play conference, designer Tim Brown talks about the powerful relationship between creative thinking and play -- with many examples you can try at home (and one that maybe you shouldn't).",1991857,Serious Play 2008
"<link href=""https://www.ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money"" rel=""canonical""/>",2526,"Seema Bansal forged a path to public education reform for 15,000 schools in Haryana, India, by setting an ambitious goal: by 2020, 80 percent of children should have grade-level knowledge. She's looking to meet this goal by seeking reforms that will work in every school without additional resources. Bansal and her team have found success using creative, straightforward techniques such as communicating with teachers using SMS group chats, and they have already measurably improved learning and engagement in Haryana's schools.",1344471,TED@BCG Paris
"<link href=""https://www.ted.com/talks/inara_george_sings_family_tree"" rel=""canonical""/>",1358,"Singer Inara George and guitarist Mike Andrews play the quietly lovely love song ""Family Tree.""",228166,TEDxGreatPacificGarbagePatch
"<link href=""https://www.ted.com/talks/gayle_tzemach_lemmon_meet_the_first_women_to_fight_on_the_front_lines_of_an_american_war"" rel=""canonical""/>",2288,"In 2011, the US Armed Forces still had a ban on women in combat -- but in that year, a Special Operations team of women was sent to Afghanistan to serve on the front lines, to build rapport with locals and try to help bring an end to the war. Reporter Gayle Tzemach Lemmon tells the story of this ""band of sisters,"" an extraordinary group of women warriors who helped break a long-standing barrier to serve.",1153836,TEDWomen 2015
"<link href=""https://www.ted.com/talks/jennifer_pahlka_coding_a_better_government"" rel=""canonical""/>",1381,"Can government be run like the Internet, permissionless and open? Coder and activist Jennifer Pahlka believes it can -- and that apps, built quickly and cheaply, are a powerful new way to connect citizens to their governments -- and their neighbors.",847793,TED2012
"<link href=""https://www.ted.com/talks/jarrett_krosoczka_why_lunch_ladies_are_heroes"" rel=""canonical""/>",2062,"Children's book author Jarrett Krosoczka shares the origins of the Lunch Lady graphic novel series, in which undercover school heroes serve lunch...and justice! His new project, School Lunch Hero Day, reveals how cafeteria lunch staff provide more than food, and illustrates how powerful a thank you can be.",1315758,TED@NYC
"<link href=""https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world"" rel=""canonical""/>",2434,"Somersaulting manta rays, dashing dolphins, swarming schools of fish and munching sharks inhabit a world beneath the ocean's surface that few get a chance to see. Conservation photographer Thomas Peschak visits incredible seascapes around the world, and his photos reveal these hidden ecosystems. ""You can't love something and become a champion for it if you don't know it exists,"" he says. Join Peschak in a new, immersive TED Talk format as he shares his stunning work and his dream for a future of respectful coexistence with the ocean.",962536,Mission Blue II
"<link href=""https://www.ted.com/talks/rodrigo_y_gabriela_an_electrifying_acoustic_guitar_performance"" rel=""canonical""/>",2684,"Guitar duo Rodrigo y Gabriela combine furiously fast riffs and dazzling rhythms to create a style that draws on both flamenco guitar and heavy metal in this live performance of their song, ""The Soundmaker.""",1435082,TED2015
"<link href=""https://www.ted.com/talks/ken_goldberg_4_lessons_from_robots_about_being_human"" rel=""canonical""/>",1459,"The more that robots ingrain themselves into our everyday lives, the more we're forced to examine ourselves as people. At TEDxBerkeley, Ken Goldberg shares four very human lessons that he's learned from working with robots.",371533,TEDxBerkeley
"<link href=""https://www.ted.com/talks/jane_goodall_on_what_separates_us_from_the_apes"" rel=""canonical""/>",11,"Jane Goodall hasn't found the missing link, but she's come closer than nearly anyone else. The primatologist says the only real difference between humans and chimps is our sophisticated language. She urges us to start using it to change the world.",1781074,TED2002
"<link href=""https://www.ted.com/talks/jonathan_klein_photos_that_changed_the_world"" rel=""canonical""/>",826,"Photographs do more than document history -- they make it. At TED University, Jonathan Klein of Getty Images shows some of the most iconic, and talks about what happens when a generation sees an image so powerful it can't look away -- or back.",1243818,TED2010
"<link href=""https://www.ted.com/talks/peter_diamandis_on_stephen_hawking_in_zero_g"" rel=""canonical""/>",292,X Prize founder Peter Diamandis talks about how he helped Stephen Hawking fulfill his dream of going to space -- by flying together into the upper atmosphere and experiencing weightlessness at zero g.,517260,TED2008
"<link href=""https://www.ted.com/talks/chris_bangle_says_great_cars_are_art"" rel=""canonical""/>",5,"American designer Chris Bangle explains his philosophy that car design is an art form in its own right, with an entertaining -- and ultimately moving -- account of the BMW Group's Deep Blue project, intended to create the SUV of the future.",890849,TED2002
"<link href=""https://www.ted.com/talks/jonathan_rossiter_a_robot_that_eats_pollution"" rel=""canonical""/>",2690,"Meet the ""Row-bot,"" a robot that cleans up pollution and generates the electricity needed to power itself by swallowing dirty water. Roboticist Jonathan Rossiter explains how this special swimming machine, which uses a microbial fuel cell to neutralize algal blooms and oil slicks, could be a precursor to biodegradable, autonomous pollution-fighting robots.",1233505,TEDxWarwick
"<link href=""https://www.ted.com/talks/harald_haas_wireless_data_from_every_light_bulb"" rel=""canonical""/>",1202,"What if every light bulb in the world could also transmit data? At TEDGlobal, Harald Haas demonstrates, for the first time, a device that could do exactly that. By flickering the light from a single LED, a change too quick for the human eye to detect, he can transmit far more data than a cellular tower -- and do it in a way that's more efficient, secure and widespread.",2562593,TEDGlobal 2011
"<link href=""https://www.ted.com/talks/tim_ferriss_smash_fear_learn_anything"" rel=""canonical""/>",517,"From the EG conference: Productivity guru Tim Ferriss' fun, encouraging anecdotes show how one simple question -- ""What's the worst that could happen?"" -- is all you need to learn to do anything.",3096809,EG 2008
"<link href=""https://www.ted.com/talks/dan_gross_why_gun_violence_can_t_be_our_new_normal"" rel=""canonical""/>",2472,"It doesn't matter whether you love or hate guns; it's obvious that the US would be a safer place if there weren't thousands of them sold every day without background checks. Dan Gross, president of the Brady Campaign to Prevent Gun Violence, makes a passionate, personal appeal for something that more than 90 percent of Americans want: background checks for all gun sales. ""For every great movement around the world, there's a moment where you can look back and say, 'That's when things really started to change,'"" Gross says. ""For the movement to end gun violence in America, that moment is here.""",1197364,TED2016
"<link href=""https://www.ted.com/talks/mary_lou_jepsen_could_future_devices_read_images_from_our_brains"" rel=""canonical""/>",1939,"As an expert on cutting-edge digital displays, Mary Lou Jepsen studies how to show our most creative ideas on screens. And as a brain surgery patient herself, she is driven to know more about the neural activity that underlies invention, creativity, thought. She meshes these two passions in a rather mind-blowing talk on two cutting-edge brain studies that might point to a new frontier in understanding how (and what) we think.",955209,TED2013
"<link href=""https://www.ted.com/talks/alwar_balasubramaniam_sculpture_of_substance_and_absence"" rel=""canonical""/>",950,"Alwar Balasubramaniam's sculpture plays with time, shape, shadow, perspective: four tricky sensations that can reveal -- or conceal -- what's really out there. At TEDIndia, the artist shows slides of his extraordinary installations.",440522,TEDIndia 2009
"<link href=""https://www.ted.com/talks/danny_hillis_the_internet_could_crash_we_need_a_plan_b"" rel=""canonical""/>",1693,"The Internet connects billions of people and machines; it's the backbone of modern life. But tech pioneer Danny Hillis thinks the Internet just wasn't designed to grow this big -- and he fears that one big cyber-attack or glitch could shut it down and take civilization with it. To head off a digital dark age, he sounds a clarion call to develop a Plan B: a parallel system to fall back on if -- or when -- the Internet crashes.",1321314,TED2013
"<link href=""https://www.ted.com/talks/scott_dinsmore_how_to_find_work_you_love"" rel=""canonical""/>",2332,"Scott Dinsmore quit a job that made him miserable, and spent the next four years wondering how to find work that was joyful and meaningful. He shares what he learned in this deceptively simple talk about finding out what matters to you — and then getting started doing it.",5253365,TEDxGoldenGatePark 2012
"<link href=""https://www.ted.com/talks/adam_grosser_and_his_sustainable_fridge"" rel=""canonical""/>",285,"Adam Grosser talks about a project to build a refrigerator that works without electricity -- to bring the vital tool to villages and clinics worldwide. Tweaking some old technology, he's come up with a system that works.",881996,TED2007
"<link href=""https://www.ted.com/talks/robert_gordon_the_death_of_innovation_the_end_of_growth"" rel=""canonical""/>",1719,"The US economy has been expanding wildly for two centuries. Are we witnessing the end of growth? Economist Robert Gordon lays out 4 reasons US growth may be slowing, detailing factors like epidemic debt and growing inequality, which could move the US into a period of stasis we can't innovate our way out of. Be sure to watch the opposing viewpoint from Erik Brynjolfsson.",1131099,TED2013
"<link href=""https://www.ted.com/talks/vusi_mahlasela_s_encore_at_tedglobal2007"" rel=""canonical""/>",169,"After Vusi Mahlasela's 3-song set at TEDGlobal, the audience wouldn't let him go. His encore, ""Woza,"" showcases his brilliant guitar playing and multilingual lyrics.",443291,TEDGlobal 2007
"<link href=""https://www.ted.com/talks/isabel_behncke_evolution_s_gift_of_play_from_bonobo_apes_to_humans"" rel=""canonical""/>",1102,"With never-before-seen video, primatologist Isabel Behncke Izquierdo (a TED Fellow) shows how bonobo ape society learns from constantly playing -- solo, with friends, even as a prelude to sex. Indeed, play appears to be the bonobos' key to problem-solving and avoiding conflict. If it works for our close cousins, why not for us?",771193,TED2011
"<link href=""https://www.ted.com/talks/isabel_allende_how_to_live_passionately_no_matter_your_age"" rel=""canonical""/>",2070,"Author Isabel Allende is 71. Yes, she has a few wrinkles—but she has incredible perspective too. In this candid talk, meant for viewers of all ages, she talks about her fears as she gets older and shares how she plans to keep on living passionately.",3403578,TED2014
"<link href=""https://www.ted.com/talks/sharon_terry_science_didn_t_understand_my_kids_rare_disease_until_i_decided_to_study_it"" rel=""canonical""/>",2800,"Meet Sharon Terry, a former college chaplain and stay-at-home mom who took the medical research world by storm when her two young children were diagnosed with a rare disease known as pseudoxanthoma elasticum (PXE). In this knockout talk, Terry explains how she and her husband became citizen scientists, working midnight shifts at the lab to find the gene behind PXE and establishing mandates that require researchers to share biological samples and work together.",1247154,TEDMED 2016
"<link href=""https://www.ted.com/talks/elizabeth_loftus_the_fiction_of_memory"" rel=""canonical""/>",1826,"Psychologist Elizabeth Loftus studies memories. More precisely, she studies false memories, when people either remember things that didn't happen or remember them differently from the way they really were. It's more common than you might think, and Loftus shares some startling stories and statistics --  and raises some important ethical questions.",3671853,TEDGlobal 2013
"<link href=""https://www.ted.com/talks/natalie_panek_let_s_clean_up_the_space_junk_orbiting_earth"" rel=""canonical""/>",2639,"Our lives depend on a world we can't see: the satellite infrastructure we use every day for information, entertainment, communication and so much more. But Earth orbit isn't a limitless resource, and the problem of space debris will get worse without a significant change to our behavior. Natalie Panek challenges us to consider the environmental impact of the satellites we rely on. Our orbital environment is breathtakingly beautiful and our gateway to exploration, she says. It's up to us to keep it that way.",1020665,TEDxToronto
"<link href=""https://www.ted.com/talks/steven_pinker_chalks_it_up_to_the_blank_slate"" rel=""canonical""/>",354,"Steven Pinker's book The Blank Slate argues that all humans are born with some innate traits. Here, Pinker talks about his thesis, and why some people found it incredibly upsetting.",1160822,TED2003
"<link href=""https://www.ted.com/talks/jae_rhim_lee"" rel=""canonical""/>",1247,"Here's a powerful provocation from artist Jae Rhim Lee. Can we commit our bodies to a cleaner, greener Earth, even after death? Naturally -- using a special burial suit seeded with pollution-gobbling mushrooms. Yes, this just might be the strangest TEDTalk you'll ever see ...",1474330,TEDGlobal 2011
"<link href=""https://www.ted.com/talks/anika_paulson_how_i_found_myself_through_music"" rel=""canonical""/>",2844,"""Music is everywhere, and it is in everything,"" says musician, student and TED-Ed Clubs star Anika Paulson. Guitar in hand, she plays through the beats of her life in an exploration of how music connects us and makes us what we are.",1031735,TED2017
"<link href=""https://www.ted.com/talks/david_kelley_how_to_build_your_creative_confidence"" rel=""canonical""/>",1449,"Is your school or workplace divided between the ""creatives"" versus the practical people? Yet surely, David Kelley suggests, creativity is not the domain of only a chosen few. Telling stories from his legendary design career and his own life, he offers ways to build the confidence to create. (From The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)",4754403,TED2012
"<link href=""https://www.ted.com/talks/asher_hasan_s_message_of_peace_from_pakistan"" rel=""canonical""/>",719,"One of a dozen Pakistanis who came to TEDIndia despite security hassles entering the country, TED Fellow Asher Hasan shows photos of ordinary Pakistanis that drive home a profound message for citizens of all nations: look beyond disputes, and see the humanity we share.",426282,TEDIndia 2009
"<link href=""https://www.ted.com/talks/david_baron_you_owe_it_to_yourself_to_experience_a_total_solar_eclipse"" rel=""canonical""/>",2849,"On August 21, 2017, the moon's shadow raced from Oregon to South Carolina in what some consider to be the most awe-inspiring spectacle in all of nature: a total solar eclipse. Umbraphile David Baron chases these rare events across the globe, and in this ode to the bliss of seeing the solar corona, he explains why you owe it to yourself to witness one, too.",1682724,TEDxMileHigh
"<link href=""https://www.ted.com/talks/peter_tyack_the_intriguing_sound_of_marine_mammals"" rel=""canonical""/>",886,"Peter Tyack of Woods Hole talks about a hidden wonder of the sea: underwater sound. Onstage at Mission Blue, he explains the amazing ways whales use sound and song to communicate across hundreds of miles of ocean.",448576,Mission Blue Voyage
"<link href=""https://www.ted.com/talks/paul_hessburg_why_wildfires_have_gotten_worse_and_what_we_can_do_about_it"" rel=""canonical""/>",3593,"Megafires, individual fires that burn more than 100,000 acres, are on the rise in the western United States -- the direct result of unintentional yet massive changes we've brought to the forests through a century of misguided management. What steps can we take to avoid further destruction? Forest ecologist Paul Hessburg confronts some tough truths about wildfires and details how we can help restore the natural balance of the landscape.",1036257,TEDxBend
"<link href=""https://www.ted.com/talks/neil_harbisson_i_listen_to_color"" rel=""canonical""/>",1512,"Artist Neil Harbisson was born completely color blind, but these days a device attached to his head turns color into audible frequencies. Instead of seeing a world in grayscale, Harbisson can hear a symphony of color -- and yes, even listen to faces and paintings.",2673133,TEDGlobal 2012
"<link href=""https://www.ted.com/talks/javed_akhtar_the_gift_of_words"" rel=""canonical""/>",6287,"""Do you know what I mean?"" Legendary poet, lyricist and screenwriter Javed Akhtar asks why we seem to be losing our power to use words -- and inspires us to better understand and communicate with one another using this near-magical tool that carries our culture across generations. (In Hindi with English subtitles)",394376,TED Talks India
"<link href=""https://www.ted.com/talks/mike_biddle"" rel=""canonical""/>",1239,"Less than 10% of plastic trash is recycled -- compared to almost 90% of metals -- because of the massively complicated problem of finding and sorting the different kinds. Frustrated by this waste, Mike Biddle has developed a cheap and incredibly energy efficient plant that can, and does, recycle any kind of plastic.",1031281,TEDGlobal 2011
"<link href=""https://www.ted.com/talks/chris_jordan_pictures_some_shocking_stats"" rel=""canonical""/>",279,Artist Chris Jordan shows us an arresting view of what Western culture looks like. His supersized images picture some almost unimaginable statistics -- like the astonishing number of paper cups we use every single day.,1635344,TED2008
"<link href=""https://www.ted.com/talks/amy_webb_how_i_hacked_online_dating"" rel=""canonical""/>",1833,"Amy Webb was having no luck with online dating. The dates she liked didn't write her back, and her own profile attracted crickets (and worse). So, as any fan of data would do: she started making a spreadsheet. Hear the story of how she went on to hack her online dating life -- with frustrating, funny and life-changing results.",6745573,TEDSalon NY2013
"<link href=""https://www.ted.com/talks/sebastiao_salgado_the_silent_drama_of_photography"" rel=""canonical""/>",1729,"Economics PhD Sebastião Salgado only took up photography in his 30s, but the discipline became an obsession. His years-long projects beautifully capture the human side of a global story that all too often involves death, destruction or decay. Here, he tells a deeply personal story of the craft that nearly killed him, and shows breathtaking images from his latest work, Genesis, which documents the world's forgotten people and places.",1700918,TED2013
"<link href=""https://www.ted.com/talks/keller_rinaudo_a_mini_robot_powered_by_your_phone"" rel=""canonical""/>",1709,"Your smartphone may feel like a friend -- but a true friend would give you a smile once in a while. At TED2013, Keller Rinaudo demos Romo, the smartphone-powered mini robot who can motor along with you on a walk, slide you a cup of coffee across the table, and react to you with programmable expressions.",1139017,TED2013
"<link href=""https://www.ted.com/talks/herbie_hancock_s_all_star_set"" rel=""canonical""/>",729,"Legendary jazz musician Herbie Hancock delivers a stunning performance alongside two old friends -- past drummer for the Headhunters, Harvey Mason, and bassist Marcus Miller. Listen to the end to hear them sweeten the classic ""Watermelon Man.""",681892,TED2009
"<link href=""https://www.ted.com/talks/elliot_krane_the_mystery_of_chronic_pain"" rel=""canonical""/>",1148,"We think of pain as a symptom, but there are cases where the nervous system develops feedback loops and pain becomes a terrifying disease in itself. Starting with the story of a girl whose sprained wrist turned into a nightmare, Elliot Krane talks about the complex mystery of chronic pain, and reviews the facts we're just learning about how it works and how to treat it.",1846886,TED2011
"<link href=""https://www.ted.com/talks/ines_hercovich_why_women_stay_silent_after_sexual_assault"" rel=""canonical""/>",3591,"Why do women who experience sexual assault rarely speak up about it? ""Because they fear they won't be believed,"" says Inés Hercovich. ""Because when a woman tells what happened to her, she tells us things we can't imagine, things that disturb us, things we don't expect to hear, things that shock us."" In this moving talk, she takes us inside an encounter with sexual assault to give us a clearer idea of what these situations really look like -- and the difficult choices women make to survive. (In Spanish with English subtitles)",432834,TEDxRiodelaPlata
"<link href=""https://www.ted.com/talks/vinay_venkatraman_technology_crafts_for_the_digitally_underserved"" rel=""canonical""/>",1516,"Two-thirds of the world may not have access to the latest smartphone, but local electronic shops are  adept at fixing older tech using low-cost parts. Vinay Venkatraman explains his work in ""technology crafts,"" through which a mobile phone, a lunchbox and a flashlight can become a digital projector for a village school, or an alarm clock and a mouse can be melded into a medical device for local triage.",601360,TEDxSummit
"<link href=""https://www.ted.com/talks/chimamanda_adichie_the_danger_of_a_single_story"" rel=""canonical""/>",652,"Our lives, our cultures, are composed of many overlapping stories. Novelist Chimamanda Adichie tells the story of how she found her authentic cultural voice -- and warns that if we hear only a single story about another person or country, we risk a critical misunderstanding.",15308048,TEDGlobal 2009
